Grading Company,Cert,Gem Rate ID,Info,Grade,CL,Conf,Payout,Index,Index ID,Population,Index % Change,Front Image URL,Back Image URL
PSA,66684401,28cd751f98f60710d300015fa6719bf34d29f155,2018 Panini Donruss Optic Shai Gilgeous-Alexander Black Velocity 162,g10,3938,5,3544.20,Shai Gilgeous-Alexander,Shai Gilgeous-Alexander,21,0.0254,./No-Image-Placeholder.svg.png,./No-Image-Placeholder.svg.png
